name,image,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value,trait_type,value,max_value
0N1 #6195,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6195.png,Background,Light Smoke,,Body,Obsidian,,Extra,Lucky no. 7 Pin,,Eyes,Squint (Citrine),,Face,Kitsune Mask (Pearl),,Hair,Fade (Azurite),,Head,Snapback (Pearl),,Mouth,Neutral,,Spirit,6,10,Strength,8,10,Style,5,10,Type,B4K3M0-N0,,Wear,Neon Hood (Emerald),
0N1 #6331,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6331.png,Background,Light Smoke,,Body,Jasper,,Extra,Lucky no. 7 Earring,,Eyes,Eye Shadow (Jasper),,Face,Kitsune Mask (Pearl),,Hair,High Ponytail (Bronzite),,Head,Void,,Mouth,Open,,Spirit,7,10,Strength,6,10,Style,8,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Pine),
0N1 #6297,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6297.png,Background,Citrine,,Body,Jasper,,Extra,Earring (Double),,Eyes,Squint (Citrine),,Face,KULT Mask (Pearl),,Hair,Spiky (Citrine),,Head,Earbuds,,Mouth,Frown,,Spirit,4,10,Strength,2,10,Style,5,10,Type,Y0K-A1,,Wear,Bomber Jacket (Rose),
0N1 #6318,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6318.png,Background,Light Smoke,,Body,Type-01,,Extra,Lucky no. 7 Pin,,Eyes,Squint (Citrine),,Face,Garou (Citrine),,Hair,Top Knot (Pearl),,Head,Headphones (Obsidian),,Mouth,Smirk,,Spirit,5,10,Strength,5,10,Style,8,10,Type,B4K3M0-N0,,Wear,Dress (Obsidian),
0N1 #6202,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6202.png,Background,Jasper,,Body,Ash,,Extra,Loop Earring,,Eyes,Half Open (Azurite),,Face,Glasses (Pearl),,Hair,Fade (Pearl),,Head,Snapback (Pearl),,Mouth,Smirk,,Spirit,2,10,Strength,2,10,Style,4,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #6242,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6242.png,Background,Citrine,,Body,Azurite,,Extra,0N1 Logo Pin (Black),,Eyes,Half Open (Jasper),,Face,KULT Mask (Pearl),,Hair,Bob (Obsidian),,Head,Headset,,Mouth,Frown,,Spirit,1,10,Strength,1,10,Style,1,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Pearl),
0N1 #6230,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6230.png,Background,Jasper,,Body,Azurite,,Extra,Void,,Eyes,Open (Citrine),,Face,Glasses (Pearl),,Hair,Half-Buzz (Turquoise),,Head,Headphones (Turquoise),,Mouth,Neutral,,Spirit,4,10,Strength,4,10,Style,2,10,Type,Y0K-A1,,Wear,Sleeveless (Pearl),
0N1 #6220,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6220.png,Background,Dark Smoke,,Body,Citrine,,Extra,Loop Earring,,Eyes,Squint (Jasper),,Face,PR Mask (Charcoal),,Hair,Pixie (Rose),,Head,Rose,,Mouth,Angry,,Spirit,8,10,Strength,5,10,Style,6,10,Type,B4K3M0-N0,,Wear,Yukata (Azurite),
0N1 #6194,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6194.png,Background,Citrine,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Open (Azurite),,Face,Glasses (Pearl),,Hair,Fade (Pearl),,Head,Fedora (Obsidian),,Mouth,Frown,,Spirit,5,10,Strength,1,10,Style,1,10,Type,Y0K-A1,,Wear,Track Jacket (Azurite),
0N1 #6184,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6184.png,Background,Light Smoke,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Angry (Citrine),,Face,Masquerade (Obsidian),,Hair,Pixie (Rose),,Head,E-A1D,,Mouth,Smile,,Spirit,7,10,Strength,6,10,Style,6,10,Type,B4K3M0-N0,,Wear,Neon Hood (Rose),
0N1 #6304,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6304.png,Background,Azurite,,Body,Ash,,Extra,Void,,Eyes,Open (Citrine),,Face,Void,,Hair,Ponytail (Rose),,Head,Headphones (Pearl),,Mouth,Frown,,Spirit,3,10,Strength,3,10,Style,3,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #6290,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6290.png,Background,Azurite,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,PR Mask (Jasper),,Hair,Spiky (Obsidian),,Head,Pen,,Mouth,Neutral,,Spirit,4,10,Strength,2,10,Style,4,10,Type,Y0K-A1,,Wear,Sleeveless (Pearl),
0N1 #6214,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6214.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,Nose Scar,,Hair,Ponytail (Rose),,Head,Headphones (Jasper),,Mouth,Neutral,,Spirit,1,10,Strength,1,10,Style,3,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #6296,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6296.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Half Open (Citrine),,Face,Garou (Jasper),,Hair,High Ponytail (Bronzite),,Head,Headphones (Pearl),,Mouth,Smile,,Spirit,6,10,Strength,8,10,Style,6,10,Type,B4K3M0-N0,,Wear,T-Shirt (Jasper),
0N1 #6330,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6330.png,Background,Azurite,,Body,Jasper,,Extra,Void,,Eyes,Eye Shadow (Citrine),,Face,KULT Mask (Pearl),,Hair,Bob (Obsidian),,Head,Headphones (Jasper),,Mouth,Neutral,,Spirit,5,10,Strength,1,10,Style,3,10,Type,Y0K-A1,,Wear,Sleeveless (Obsidian),
0N1 #6201,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6201.png,Background,Jasper,,Body,Citrine,,Extra,Void,,Eyes,Half Open (Jasper),,Face,PR Mask (Jasper),,Hair,Ponytail (Rose),,Head,Void,,Mouth,Smirk,,Spirit,1,10,Strength,3,10,Style,4,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Citrine),
0N1 #6317,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6317.png,Background,Jasper,,Body,Jasper,,Extra,Void,,Eyes,Half Open (Jasper),,Face,PR Mask (Jasper),,Hair,Spiky (Citrine),,Head,Headphones (Jasper),,Mouth,Neutral,,Spirit,1,10,Strength,4,10,Style,2,10,Type,Y0K-A1,,Wear,Sleeveless (Pearl),
0N1 #6283,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6283.png,Background,Jasper,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Jasper),,Face,Glasses (Pearl),,Hair,Fade (Pearl),,Head,Headphones (Rose),,Mouth,Frown,,Spirit,5,10,Strength,2,10,Style,4,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
0N1 #6377,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6377.png,Background,Citrine,,Body,Type-01,,Extra,Oni Doll (Azurite),,Eyes,Squint (Azurite),,Face,Plague Mask (Obsidian),,Hair,High Ponytail (Bronzite),,Head,Headphones (Citrine),,Mouth,Angry,,Spirit,6,10,Strength,7,10,Style,6,10,Type,B4K3M0-N0,,Wear,Yukata (Pearl),
0N1 #6193,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6193.png,Background,Azurite,,Body,Azurite,,Extra,0N1 Logo Pin (Black),,Eyes,Angry (Citrine),,Face,Void,,Hair,Bob (Obsidian),,Head,Headphones (Citrine),,Mouth,Neutral,,Spirit,2,10,Strength,2,10,Style,3,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #6219,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6219.png,Background,Light Smoke,,Body,Type-01,,Extra,Oni Doll (Jasper),,Eyes,Angry (Citrine),,Face,V-Shades,,Hair,Spiky (Citrine),,Head,Headphones (Obsidian),,Mouth,Smirk,,Spirit,5,10,Strength,6,10,Style,6,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Pine),
0N1 #6183,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6183.png,Background,Jasper,,Body,Azurite,,Extra,Void,,Eyes,Eye Shadow (Jasper),,Face,Glasses (Pearl),,Hair,Fade (Obsidian),,Head,Headphones (Turquoise),,Mouth,Neutral,,Spirit,4,10,Strength,2,10,Style,5,10,Type,Y0K-A1,,Wear,Bomber Jacket (Pine),
0N1 #6303,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6303.png,Background,Azurite,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Open (Azurite),,Face,Glasses (Obsidian),,Hair,Long (Turquoise),,Head,Headphones (Citrine),,Mouth,Frown,,Spirit,3,10,Strength,1,10,Style,5,10,Type,Y0K-A1,,Wear,T-Shirt (Pearl),
0N1 #6141,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6141.png,Background,Light Smoke,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Open (Azurite),,Face,Plague Mask (Obsidian),,Hair,Bob (Quartz),,Head,Headphones (Citrine),,Mouth,Neutral,,Spirit,7,10,Strength,6,10,Style,6,10,Type,B4K3M0-N0,,Wear,Yukata (Azurite),
0N1 #6213,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6213.png,Background,Jasper,,Body,Ash,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Jasper),,Face,PR Mask (Citrine),,Hair,Spiky (Citrine),,Head,Headset,,Mouth,Neutral,,Spirit,4,10,Strength,5,10,Style,2,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #6289,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6289.png,Background,Citrine,,Body,Azurite,,Extra,Void,,Eyes,Angry (Citrine),,Face,PR Mask (Jasper),,Hair,Half-Buzz (Pearl),,Head,Void,,Mouth,Smirk,,Spirit,3,10,Strength,3,10,Style,4,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Turquoise),
0N1 #6329,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6329.png,Background,Azurite,,Body,Jasper,,Extra,Void,,Eyes,Open (Citrine),,Face,PR Mask (Citrine),,Hair,Bob (Rose),,Head,Headphones (Jasper),,Mouth,Neutral,,Spirit,4,10,Strength,3,10,Style,5,10,Type,Y0K-A1,,Wear,Track Jacket (Obsidian),
0N1 #6200,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6200.png,Background,Light Smoke,,Body,Obsidian,,Extra,0N1 Logo Pin (White),,Eyes,Squint (Jasper),,Face,Mempo Mask (Obsidian),,Hair,Top Knot (Pearl),,Head,Headphones (Obsidian),,Mouth,Frown,,Spirit,8,10,Strength,6,10,Style,6,10,Type,B4K3M0-N0,,Wear,Suit (Obsidian),
0N1 #6155,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6155.png,Background,Jasper,,Body,Jasper,,Extra,0N1 Logo Pin (Black),,Eyes,Half Open (Jasper),,Face,Glasses (Obsidian),,Hair,Long (Turquoise),,Head,Snapback (Obsidian),,Mouth,Neutral,,Spirit,5,10,Strength,3,10,Style,2,10,Type,Y0K-A1,,Wear,Kimono (Rose),
0N1 #6169,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6169.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Azurite),,Face,Glasses (Obsidian),,Hair,Dreads (Obsidian),,Head,Void,,Mouth,Neutral,,Spirit,5,10,Strength,2,10,Style,1,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #6295,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6295.png,Background,Jasper,,Body,Ash,,Extra,0N1 Logo Pin (Black),,Eyes,Eye Shadow (Azurite),,Face,PR Mask (Jasper),,Hair,Fade (Pearl),,Head,Fedora (Obsidian),,Mouth,Frown,,Spirit,1,10,Strength,5,10,Style,2,10,Type,Y0K-A1,,Wear,Kimono (Rose),
0N1 #6316,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6316.png,Background,Jasper,,Body,Jasper,,Extra,Void,,Eyes,Half Open (Jasper),,Face,PR Mask (Jasper),,Hair,Dreads (Obsidian),,Head,Snapback (Jasper),,Mouth,Neutral,,Spirit,3,10,Strength,5,10,Style,1,10,Type,Y0K-A1,,Wear,Sleeveless (Obsidian),
0N1 #6192,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6192.png,Background,Dark Smoke,,Body,Citrine,,Extra,Oni Doll (Azurite),,Eyes,Possessed,,Face,Kitsune Mask (Pearl),,Hair,Pixie (Rose),,Head,Headphones (Citrine),,Mouth,Frown,,Spirit,7,10,Strength,7,10,Style,8,10,Type,B4K3M0-N0,,Wear,Thermal Hoodie (Pearl),
0N1 #6218,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6218.png,Background,Jasper,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Angry (Citrine),,Face,Nose Scar,,Hair,Dreads (Obsidian),,Head,Headphones (Turquoise),,Mouth,Neutral,,Spirit,3,10,Strength,3,10,Style,3,10,Type,Y0K-A1,,Wear,Sleeveless (Obsidian),
0N1 #6376,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6376.png,Background,Azurite,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Azurite),,Face,KULT Mask (Pearl),,Hair,Ponytail (Obsidian),,Head,Headphones (Jasper),,Mouth,Neutral,,Spirit,4,10,Strength,2,10,Style,1,10,Type,Y0K-A1,,Wear,Sleeveless (Pearl),
0N1 #6302,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6302.png,Background,Light Smoke,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Squint (Azurite),,Face,Kitsune Mask (Pearl),,Hair,Ponytail (Turquoise),,Head,Rose,,Mouth,Frown,,Spirit,8,10,Strength,7,10,Style,6,10,Type,B4K3M0-N0,,Wear,Kimono (Rose),
0N1 #6182,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6182.png,Background,Light Smoke,,Body,Type-01,,Extra,Void,,Eyes,Half Open (Azurite),,Face,Plague Mask (Pearl),,Hair,Dreads (Azurite),,Head,Snapback (Pearl),,Mouth,Open,,Spirit,5,10,Strength,7,10,Style,7,10,Type,B4K3M0-N0,,Wear,Yukata (Azurite),
0N1 #6282,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6282.png,Background,Azurite,,Body,Jasper,,Extra,Loop Earring,,Eyes,Eye Shadow (Azurite),,Face,Garou (Citrine),,Hair,Long (Rose),,Head,Fedora (Obsidian),,Mouth,Frown,,Spirit,7,10,Strength,7,10,Style,7,10,Type,B4K3M0-N0,,Wear,Thermal Hoodie (Obsidian),
0N1 #6212,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6212.png,Background,Citrine,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Azurite),,Face,KULT Mask (Obsidian),,Hair,Fade (Pearl),,Head,Snapback (Obsidian),,Mouth,Neutral,,Spirit,4,10,Strength,2,10,Style,3,10,Type,Y0K-A1,,Wear,Track Jacket (Citrine),
0N1 #6328,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6328.png,Background,Light Smoke,,Body,Type-01,,Extra,Oni Doll (Jasper),,Eyes,Angry (Citrine),,Face,Kitsune Mask (Pearl),,Hair,Spiky (Obsidian),,Head,Headphones (Obsidian),,Mouth,Smile,,Spirit,7,10,Strength,8,10,Style,7,10,Type,B4K3M0-N0,,Wear,Bomber Jacket (Obsidian/Pearl),
0N1 #6327,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6327.png,Background,Light Smoke,,Body,Type-01,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,PR Mask (Charcoal),,Hair,Spiky (Pearl),,Head,Earbuds,,Mouth,Neutral,,Spirit,6,10,Strength,6,10,Style,7,10,Type,B4K3M0-N0,,Wear,Thermal Hoodie (Obsidian),
0N1 #6168,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6168.png,Background,Azurite,,Body,Obsidian,,Extra,Void,,Eyes,Open (Jasper),,Face,Plague Mask (Obsidian),,Hair,Dreads (Jasper),,Head,Headphones (Citrine),,Mouth,Angry,,Spirit,6,10,Strength,5,10,Style,5,10,Type,B4K3M0-N0,,Wear,Suit (Obsidian),
0N1 #6288,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6288.png,Background,Azurite,,Body,Ash,,Extra,0N1 Logo Pin (White),,Eyes,Half Open (Citrine),,Face,KULT Mask (Obsidian),,Hair,Ponytail (Obsidian),,Head,Headphones (Turquoise),,Mouth,Frown,,Spirit,1,10,Strength,3,10,Style,5,10,Type,Y0K-A1,,Wear,Track Jacket (Citrine),
0N1 #6294,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6294.png,Background,Light Smoke,,Body,Azurite,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,Masquerade (Obsidian),,Hair,Pixie (Rose),,Head,Headphones (Citrine),,Mouth,Neutral,,Spirit,5,10,Strength,5,10,Style,7,10,Type,B4K3M0-N0,,Wear,Thermal Hoodie (Obsidian),
0N1 #6154,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6154.png,Background,Citrine,,Body,Jasper,,Extra,0N1 Logo Pin (Black),,Eyes,Squint (Jasper),,Face,Gas Mask (Obsidian),,Hair,Half-Buzz (Turquoise),,Head,Pen,,Mouth,Smirk,,Spirit,3,10,Strength,3,10,Style,5,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #6140,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6140.png,Background,Light Smoke,,Body,Type-01,,Extra,Void,,Eyes,Half Open (Citrine),,Face,Plague Mask (Obsidian),,Hair,Dreads (Jasper),,Head,Headphones (Pearl),,Mouth,Smirk,,Spirit,5,10,Strength,8,10,Style,5,10,Type,B4K3M0-N0,,Wear,Thermal Hoodie (Pearl),
0N1 #6315,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6315.png,Background,Jasper,,Body,Ash,,Extra,Void,,Eyes,Angry (Citrine),,Face,Bandaid,,Hair,Dreads (Obsidian),,Head,Fedora (Charcoal),,Mouth,Smirk,,Spirit,2,10,Strength,2,10,Style,5,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Turquoise),
0N1 #5929,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/5929.png,Background,Azurite,,Body,Jasper,,Extra,Earring (Double),,Eyes,Half Open (Citrine),,Face,Void,,Hair,Dreads (Obsidian),,Head,Void,,Mouth,Frown,,Spirit,2,10,Strength,2,10,Style,4,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #6217,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6217.png,Background,Citrine,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Azurite),,Face,Void,,Hair,Bob (Obsidian),,Head,Void,,Mouth,Smirk,,Spirit,2,10,Strength,1,10,Style,5,10,Type,Y0K-A1,,Wear,T-Shirt (Pearl),
0N1 #6301,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6301.png,Background,Light Smoke,,Body,Type-01,,Extra,Loop Earring,,Eyes,Half Open (Azurite),,Face,V-Shades,,Hair,Ponytail (Jasper),,Head,Rose,,Mouth,Neutral,,Spirit,8,10,Strength,5,10,Style,8,10,Type,B4K3M0-N0,,Wear,Track Jacket (Azurite),
0N1 #6366,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6366.png,Background,Citrine,,Body,Jasper,,Extra,Void,,Eyes,Open (Citrine),,Face,KULT Mask (Pearl),,Hair,Bob (Obsidian),,Head,Headphones (Turquoise),,Mouth,Neutral,,Spirit,5,10,Strength,4,10,Style,5,10,Type,Y0K-A1,,Wear,Bomber Jacket (Rose),
0N1 #6191,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6191.png,Background,Light Smoke,,Body,Type-01,,Extra,Oni Doll (Jasper),,Eyes,Open (Azurite),,Face,Void,,Hair,Pixie (Pearl),,Head,Headphones (Citrine),,Mouth,Open,,Spirit,8,10,Strength,6,10,Style,6,10,Type,B4K3M0-N0,,Wear,Yukata (Azurite),
0N1 #6281,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6281.png,Background,Technogod,,Body,Water,,Extra,Banana Pin,,Eyes,Possessed,,Face,Void,,Hair,Pompadour (Citrine),,Head,Horns (Obsidian),,Mouth,uwu,,Spirit,10,10,Strength,10,10,Style,10,10,Type,0N1,,Wear,Bomber Jacket (Saddle),
0N1 #6262,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6262.png,Background,Jasper,,Body,Ash,,Extra,Earring (Double),,Eyes,Eye Shadow (Azurite),,Face,PR Mask (Jasper),,Hair,Dreads (Obsidian),,Head,Flat Cap (Obsidian),,Mouth,Frown,,Spirit,4,10,Strength,4,10,Style,5,10,Type,Y0K-A1,,Wear,Thermal Hoodie (Jasper),
0N1 #6211,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6211.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (White),,Eyes,Open (Azurite),,Face,Kitsune Mask (Pearl),,Hair,Bob (Obsidian),,Head,Void,,Mouth,Frown,,Spirit,3,10,Strength,2,10,Style,5,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #6199,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6199.png,Background,Citrine,,Body,Obsidian,,Extra,0N1 Logo Pin (White),,Eyes,Open (Citrine),,Face,Void,,Hair,High Ponytail (Bronzite),,Head,Headphones (Pearl),,Mouth,Smile,,Spirit,8,10,Strength,8,10,Style,8,10,Type,B4K3M0-N0,,Wear,Thermal Hoodie (Pearl),
0N1 #6181,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6181.png,Background,Jasper,,Body,Citrine,,Extra,0N1 Logo Pin (Black),,Eyes,Half Open (Jasper),,Face,Nose Scar,,Hair,Long (Turquoise),,Head,Void,,Mouth,Frown,,Spirit,2,10,Strength,1,10,Style,2,10,Type,Y0K-A1,,Wear,T-Shirt (Obsidian),
0N1 #6287,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6287.png,Background,Azurite,,Body,Jasper,,Extra,0N1 Logo Pin (White),,Eyes,Eye Shadow (Citrine),,Face,Void,,Hair,Fade (Obsidian),,Head,Void,,Mouth,Neutral,,Spirit,1,10,Strength,1,10,Style,4,10,Type,Y0K-A1,,Wear,Track Jacket (Azurite),
0N1 #6326,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6326.png,Background,Citrine,,Body,Azurite,,Extra,Earring (Double),,Eyes,Half Open (Azurite),,Face,KULT Mask (Pearl),,Hair,Fade (Pearl),,Head,Fedora (Charcoal),,Mouth,Frown,,Spirit,2,10,Strength,5,10,Style,1,10,Type,Y0K-A1,,Wear,Sleeveless (Pearl),
0N1 #6375,https://ipfs.io/ipfs/QmcoavNZq2jyZGe2Zi4nanQqzU9hRPxunHAo8pgYZ5fSep/6375.png,Background,Dark Smoke,,Body,Obsidian,,Extra,Lucky no. 7 Earring,,Eyes,Eye Shadow (Azurite),,Face,V-Shades,,Hair,Pixie (Pearl),,Head,Pen,,Mouth,Angry,,Spirit,5,10,Strength,6,10,Style,5,10,Type,B4K3M0-N0,,Wear,Kimono (Rose),
